collection_id,bin_id,collection_date,collection_time,day_of_week,is_holiday,holiday_name,is_festival_period,festival_name,days_since_last_collection,fill_level_percent,fill_level_category,waste_weight_kg,waste_type_primary,waste_composition_json,odor_complaint,overflow_reported,collector_notes,temperature_c,rainfall_mm,humidity_percent,location_type,district,capacity_liters,bin_material,has_lid,nearby_population,distance_to_depot_km,road_accessibility,installation_date,latitude,longitude,month,week_of_year,is_weekend,is_month_start,is_month_end,fill_rate_7day_avg,fill_rate_7day_std,weight_7day_avg,prev_fill_level,prev_days_since_collection,bin_age_days,fill_rate_per_day,overflow_count_30day,organic_percent,recyclable_percent
COL_0000016,BIN_00001,2022-02-20,06:49,Sunday,0,,0,,3,17.3,low,5.98,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Graffiti on bin,27.5,0.0,62.8,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,2,7,1,0,0,23.828571428571426,3.98861474938952,8.614285714285716,23.3,3.0,2477,5.766666666666667,0.0,39.1,17.4
COL_0000017,BIN_00001,2022-02-23,09:22,Wednesday,0,,0,,3,23.7,low,14.27,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.1,0.0,39.2,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,2,8,0,0,0,23.1,3.3426536364591133,9.541428571428572,17.3,3.0,2480,7.8999999999999995,0.0,52.2,17.4
COL_0000018,BIN_00001,2022-02-27,17:18,Sunday,0,,0,,4,35.2,medium,17.09,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,35.9,0.0,56.4,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,2,8,1,0,1,24.8,5.674210664635802,11.125714285714285,23.7,3.0,2484,8.8,0.0,52.2,17.4
COL_0000019,BIN_00001,2022-03-02,15:18,Wednesday,0,,0,,3,17.8,low,10.68,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.3,0.0,68.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,9,0,1,0,23.242857142857144,5.916039537522026,10.435714285714285,35.2,4.0,2487,5.933333333333334,0.0,52.2,17.4
COL_0000020,BIN_00001,2022-03-05,08:10,Saturday,0,,0,,3,16.1,low,10.32,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.4,0.0,72.8,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,9,1,1,0,22.185714285714287,6.4952363496716,10.337142857142856,17.8,3.0,2490,5.366666666666667,0.0,52.2,17.4
COL_0000021,BIN_00001,2022-03-08,15:34,Tuesday,0,,0,,3,20.9,low,12.17,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.6,0.0,57.8,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,10,0,0,0,22.042857142857144,6.513539013177898,11.260000000000002,16.1,3.0,2493,6.966666666666666,0.0,52.2,17.4
COL_0000022,BIN_00001,2022-03-11,06:43,Friday,0,,0,,3,25.6,low,6.41,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,0.0,63.9,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,10,0,0,0,22.37142857142857,6.644224129702,10.98857142857143,20.9,3.0,2496,8.533333333333333,0.0,39.1,30.5
COL_0000023,BIN_00001,2022-03-14,13:07,Monday,0,,0,,3,26.2,low,12.12,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.0,0.0,68.1,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,11,0,0,0,23.642857142857142,6.357372922535729,11.865714285714287,25.6,3.0,2499,8.733333333333333,0.0,52.2,17.4
COL_0000024,BIN_00001,2022-03-17,11:04,Thursday,0,,0,,3,20.7,low,7.18,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,0.0,68.9,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,11,0,0,0,23.214285714285715,6.453275285059665,10.852857142857143,26.2,3.0,2502,6.8999999999999995,0.0,39.1,30.5
COL_0000025,BIN_00001,2022-03-20,16:15,Sunday,0,,0,,3,27.5,low,13.79,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.8,0.0,68.6,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,11,1,0,0,22.114285714285717,4.39902586619226,10.381428571428572,20.7,3.0,2505,9.166666666666666,0.0,39.1,17.4
COL_0000026,BIN_00001,2022-03-24,13:24,Thursday,0,,0,,4,25.8,low,5.77,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.5,0.0,73.1,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,12,0,0,0,23.257142857142856,4.1218350051310635,9.679999999999998,27.5,3.0,2509,6.45,0.0,39.1,30.5
COL_0000027,BIN_00001,2022-03-28,07:29,Monday,0,,0,,4,29.8,low,13.57,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.0,0.0,63.1,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,13,0,0,1,25.214285714285715,3.334380787806819,10.144285714285713,25.8,4.0,2513,7.45,0.0,39.1,17.4
COL_0000028,BIN_00001,2022-03-31,06:29,Thursday,0,,0,,3,17.4,low,10.47,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.4,0.0,77.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,3,13,0,0,1,24.714285714285715,4.231007985271188,9.901428571428571,29.8,4.0,2516,5.8,0.0,52.2,17.4
COL_0000029,BIN_00001,2022-04-04,09:37,Monday,0,,1,Easter,4,29.7,low,10.74,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.6,0.0,87.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,4,14,0,1,0,25.3,4.6382467952161965,10.52,17.4,3.0,2520,7.425,0.0,39.1,17.4
COL_0000030,BIN_00001,2022-04-11,17:07,Monday,0,,1,Easter,7,49.8,medium,24.34,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.3,0.0,88.8,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,4,15,0,0,0,28.67142857142857,10.399954212353416,12.265714285714285,29.7,4.0,2527,7.114285714285714,0.0,39.1,17.4
COL_0000031,BIN_00001,2022-04-14,09:39,Thursday,0,,0,,3,17.5,low,7.63,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,0.0,73.9,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,4,15,0,0,0,28.214285714285715,10.86852160621498,12.33,49.8,7.0,2530,5.833333333333333,0.0,52.2,17.4
COL_0000032,BIN_00001,2022-04-19,14:27,Tuesday,0,,0,,5,24.7,low,12.61,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.3,0.0,78.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,4,16,0,0,0,27.814285714285713,10.950407689735965,12.161428571428571,17.5,3.0,2535,4.9399999999999995,0.0,52.2,17.4
COL_0000033,BIN_00001,2022-04-22,13:48,Friday,0,,0,,3,15.1,low,9.94,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.6,2.3,82.4,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,4,16,0,0,0,26.285714285714285,11.97712104687218,12.757142857142856,24.7,5.0,2538,5.033333333333333,0.0,52.2,17.4
COL_0000034,BIN_00001,2022-04-25,06:53,Monday,0,,0,,3,22.4,low,15.85,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.6,16.7,84.3,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,4,17,0,0,1,25.228571428571428,11.94176344957956,13.08285714285714,15.1,3.0,2541,7.466666666666666,0.0,52.2,17.4
COL_0000035,BIN_00001,2022-04-29,06:57,Friday,0,,0,,4,23.2,low,11.04,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,0.0,87.4,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,4,17,0,0,1,26.057142857142853,11.501138659984518,13.164285714285713,22.4,3.0,2545,5.8,0.0,39.1,17.4
COL_0000036,BIN_00001,2022-05-03,13:16,Tuesday,0,,0,,4,26.0,low,12.59,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.9,27.3,83.9,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,18,0,1,0,25.52857142857143,11.390304983583523,13.428571428571429,23.2,4.0,2549,6.5,0.0,52.2,17.4
COL_0000037,BIN_00001,2022-05-06,16:58,Friday,0,,0,,3,17.7,low,9.08,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.1,0.0,73.7,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,18,0,0,0,20.94285714285714,4.151649127297561,11.248571428571427,26.0,4.0,2552,5.8999999999999995,0.0,52.2,17.4
COL_0000038,BIN_00001,2022-05-10,10:12,Tuesday,0,,0,,4,26.4,low,15.1,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.9,0.0,96.5,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,19,0,0,0,22.21428571428571,4.282300227458991,12.315714285714284,17.7,3.0,2556,6.6,0.0,52.2,17.4
COL_0000039,BIN_00001,2022-05-13,12:14,Friday,0,,0,,3,16.5,low,7.79,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.1,9.9,69.7,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,19,0,0,0,21.04285714285714,4.598861142666077,11.627142857142857,26.4,4.0,2559,5.5,0.0,39.1,17.4
COL_0000040,BIN_00001,2022-05-16,17:32,Monday,0,,0,,3,13.8,low,9.5,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.8,0.0,79.9,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,20,0,0,0,20.857142857142858,4.895527599369714,11.564285714285715,16.5,3.0,2562,4.6000000000000005,0.0,52.2,17.4
COL_0000041,BIN_00001,2022-05-19,16:48,Thursday,0,,0,,3,17.3,low,9.42,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.0,9.5,84.7,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,20,0,0,0,20.128571428571426,5.005901279394926,10.645714285714286,13.8,3.0,2565,5.766666666666667,0.0,52.2,17.4
COL_0000042,BIN_00001,2022-05-22,14:52,Sunday,0,,0,,3,18.8,low,9.44,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.3,4.1,89.7,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,20,1,0,0,19.5,4.829078587059869,10.417142857142858,17.3,3.0,2568,6.266666666666667,0.0,39.1,17.4
COL_0000043,BIN_00001,2022-05-25,07:45,Wednesday,0,,0,,3,20.5,low,10.53,hazardous,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 14.8, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.3,0.1,73.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,21,0,0,1,18.714285714285715,3.965445990649988,10.122857142857143,18.8,3.0,2571,6.833333333333333,0.0,39.1,17.4
COL_0000044,BIN_00001,2022-05-28,14:35,Saturday,0,,0,,3,20.3,low,10.37,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.6,3.7,90.5,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,21,1,0,1,19.085714285714285,3.97635870759024,10.307142857142855,20.5,3.0,2574,6.766666666666667,0.0,52.2,17.4
COL_0000045,BIN_00001,2022-05-31,16:44,Tuesday,0,,0,,3,10.6,low,3.46,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.1,23.5,72.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,5,22,0,0,1,16.82857142857143,3.598941643369778,8.644285714285713,20.3,3.0,2577,3.533333333333333,0.0,39.1,17.4
COL_0000046,BIN_00001,2022-06-03,15:07,Friday,0,,0,,3,17.9,low,11.38,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.5,1.3,73.3,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,22,0,1,0,17.028571428571432,3.6164965946407057,9.157142857142857,10.6,3.0,2580,5.966666666666666,0.0,52.2,17.4
COL_0000047,BIN_00001,2022-06-07,13:37,Tuesday,0,,0,,4,24.3,low,16.86,construction,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 14.0}",0,0,,25.7,7.6,73.5,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,23,0,0,0,18.52857142857143,4.186770547695181,10.208571428571428,17.9,3.0,2584,6.075,0.0,39.1,17.4
COL_0000048,BIN_00001,2022-06-11,08:42,Saturday,0,,0,,4,26.2,low,9.76,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Access blocked by vehicles,27.3,0.0,75.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,23,1,0,0,19.8,5.019960159204469,10.257142857142856,24.3,4.0,2588,6.55,0.0,39.1,17.4
COL_0000049,BIN_00001,2022-06-14,13:36,Tuesday,0,,0,,3,17.6,low,5.2,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.2,33.2,87.3,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,24,0,0,0,19.62857142857143,5.079932507988118,9.651428571428571,26.2,4.0,2591,5.866666666666667,0.0,39.1,30.5
COL_0000050,BIN_00001,2022-06-17,14:03,Friday,0,,0,,3,20.5,low,10.82,hazardous,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 14.8, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.2,2.8,66.2,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,24,0,0,0,19.62857142857143,5.079932507988118,9.692857142857141,17.6,3.0,2594,6.833333333333333,0.0,39.1,17.4
COL_0000051,BIN_00001,2022-06-21,12:17,Tuesday,0,,0,,4,23.2,low,7.37,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.0,20.8,59.0,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,25,0,0,0,20.04285714285714,5.258915332669906,9.264285714285714,20.5,3.0,2598,5.8,0.0,39.1,30.5
COL_0000052,BIN_00001,2022-06-24,16:10,Friday,0,,0,,3,17.5,low,4.15,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Access blocked by vehicles,27.3,20.1,74.3,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,25,0,0,0,21.02857142857143,3.5691802446847305,9.362857142857143,23.2,4.0,2601,5.833333333333333,0.0,39.1,30.5
COL_0000053,BIN_00001,2022-06-27,15:39,Monday,0,,0,,3,23.7,low,14.37,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.4,0.0,76.8,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,26,0,0,1,21.857142857142858,3.390603261396206,9.790000000000001,17.5,3.0,2604,7.8999999999999995,0.0,52.2,17.4
COL_0000054,BIN_00001,2022-06-30,11:29,Thursday,0,,0,,3,18.7,low,9.72,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,0.0,84.6,residential,East Legon,120,plastic,1,194,3.9,easy,2015-05-11,5.523294,0.04007,6,26,0,0,1,21.057142857142857,3.378785355152145,8.77,23.7,3.0,2607,6.233333333333333,0.0,39.1,17.4
